label	entity_id	ssid
nitric-oxide synthase biosynthetic process	http://purl.obolibrary.org/obo/GO_0051767	15316
actin crosslink formation	http://purl.obolibrary.org/obo/GO_0051764	32484
inositol trisphosphate kinase activity	http://purl.obolibrary.org/obo/GO_0051766	5239
indole-3-acetyl-valine synthetase activity	http://purl.obolibrary.org/obo/GO_0102950	35812
UDP-glucose:sinapaldehyde 4-beta-D-glucosyltransferase activity	http://purl.obolibrary.org/obo/GO_0102956	38107
dalcochinase activity	http://purl.obolibrary.org/obo/GO_0102954	2940
indole-3-acetyl-phenylalanine synthetase activity	http://purl.obolibrary.org/obo/GO_0102951	34047
UDP-glucose:coniferaldehyde 4-beta-D-glucosyltransferase activity	http://purl.obolibrary.org/obo/GO_0102952	18882
S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity	http://purl.obolibrary.org/obo/GO_0102955	12615
hypoglycin A gamma-glutamyl transpeptidase activity	http://purl.obolibrary.org/obo/GO_0102953	30465
positive regulation of NK T cell differentiation	http://purl.obolibrary.org/obo/GO_0051138	34033
negative regulation of NK T cell activation	http://purl.obolibrary.org/obo/GO_0051134	19730
NK T cell activation	http://purl.obolibrary.org/obo/GO_0051132	10326
negative regulation of NK T cell differentiation	http://purl.obolibrary.org/obo/GO_0051137	34383
regulation of NK T cell activation	http://purl.obolibrary.org/obo/GO_0051133	27440
positive regulation of NK T cell activation	http://purl.obolibrary.org/obo/GO_0051135	6671
metal cation:proton antiporter activity	http://purl.obolibrary.org/obo/GO_0051139	1454
regulation of NK T cell differentiation	http://purl.obolibrary.org/obo/GO_0051136	15816
chaperone-mediated protein complex assembly	http://purl.obolibrary.org/obo/GO_0051131	18425
positive regulation of cellular component organization	http://purl.obolibrary.org/obo/GO_0051130	3988
melanin-concentrating hormone activity	http://purl.obolibrary.org/obo/GO_0030354	5665
inositol-1,4,5,6-tetrakisphosphate 6-phosphatase activity	http://purl.obolibrary.org/obo/GO_0030352	19319
iron-responsive element binding	http://purl.obolibrary.org/obo/GO_0030350	7357
inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity	http://purl.obolibrary.org/obo/GO_0030351	8717
fibroblast growth factor receptor antagonist activity	http://purl.obolibrary.org/obo/GO_0030353	1386
uracil metabolic process	http://purl.obolibrary.org/obo/GO_0019860	24858
immunoglobulin binding	http://purl.obolibrary.org/obo/GO_0019865	10135
IgA binding	http://purl.obolibrary.org/obo/GO_0019862	25101
IgG binding	http://purl.obolibrary.org/obo/GO_0019864	33456
IgE binding	http://purl.obolibrary.org/obo/GO_0019863	856
chloride channel inhibitor activity	http://purl.obolibrary.org/obo/GO_0019869	20503
receptor serine/threonine kinase binding	http://purl.obolibrary.org/obo/GO_0033612	30867
mitochondrial cytochrome c oxidase assembly	http://purl.obolibrary.org/obo/GO_0033617	39298
chloroplast proton-transporting ATP synthase complex assembly	http://purl.obolibrary.org/obo/GO_0033614	9558
mitochondrial proton-transporting ATP synthase complex assembly	http://purl.obolibrary.org/obo/GO_0033615	41591
membrane protein proteolysis	http://purl.obolibrary.org/obo/GO_0033619	12284
plasma membrane proton-transporting ATP synthase complex assembly	http://purl.obolibrary.org/obo/GO_0033616	27032
oxalate biosynthetic process	http://purl.obolibrary.org/obo/GO_0033610	22644
plasma membrane respiratory chain complex IV assembly	http://purl.obolibrary.org/obo/GO_0033618	40119
oxalate catabolic process	http://purl.obolibrary.org/obo/GO_0033611	18835
positive regulation of protein localization to cell leading edge	http://purl.obolibrary.org/obo/GO_1905873	26449
positive regulation of 3'-UTR-mediated mRNA stabilization	http://purl.obolibrary.org/obo/GO_1905870	40071
negative regulation of protein localization to cell leading edge	http://purl.obolibrary.org/obo/GO_1905872	2078
negative regulation of postsynaptic density organization	http://purl.obolibrary.org/obo/GO_1905875	25064
regulation of oogenesis	http://purl.obolibrary.org/obo/GO_1905879	4851
regulation of postsynaptic density organization	http://purl.obolibrary.org/obo/GO_1905874	7568
positive regulation of postsynaptic density organization	http://purl.obolibrary.org/obo/GO_1905876	29165
regulation of protein localization to cell leading edge	http://purl.obolibrary.org/obo/GO_1905871	16960
regulation of mononuclear cell proliferation	http://purl.obolibrary.org/obo/GO_0032944	8459
positive regulation of mononuclear cell proliferation	http://purl.obolibrary.org/obo/GO_0032946	37260
secretion by tissue	http://purl.obolibrary.org/obo/GO_0032941	41127
regulation of alpha-glucan biosynthetic process	http://purl.obolibrary.org/obo/GO_0032949	13576
mononuclear cell proliferation	http://purl.obolibrary.org/obo/GO_0032943	30170
negative regulation of mononuclear cell proliferation	http://purl.obolibrary.org/obo/GO_0032945	9928
inositol tetrakisphosphate 2-kinase activity	http://purl.obolibrary.org/obo/GO_0032942	35864
secretion by cell	http://purl.obolibrary.org/obo/GO_0032940	41775
regulation of alpha-glucan metabolic process	http://purl.obolibrary.org/obo/GO_0032948	38578
leucine binding	http://purl.obolibrary.org/obo/GO_0070728	8406
cellular macromolecule localization	http://purl.obolibrary.org/obo/GO_0070727	28323
response to cholesterol	http://purl.obolibrary.org/obo/GO_0070723	35551
cyclic nucleotide transport	http://purl.obolibrary.org/obo/GO_0070729	28683
cell wall assembly	http://purl.obolibrary.org/obo/GO_0070726	6348
regulation of methane biosynthetic process from trimethylamine	http://purl.obolibrary.org/obo/GO_1900330	43859
negative regulation of methane biosynthetic process from 3-(methylthio)propionic acid	http://purl.obolibrary.org/obo/GO_1900334	10209
regulation of methane biosynthetic process from carbon monoxide	http://purl.obolibrary.org/obo/GO_1900336	13578
regulation of methane biosynthetic process from 3-(methylthio)propionic acid	http://purl.obolibrary.org/obo/GO_1900333	42024
negative regulation of methane biosynthetic process from trimethylamine	http://purl.obolibrary.org/obo/GO_1900331	26471
positive regulation of methane biosynthetic process from carbon monoxide	http://purl.obolibrary.org/obo/GO_1900338	19715
positive regulation of methane biosynthetic process from trimethylamine	http://purl.obolibrary.org/obo/GO_1900332	14936
regulation of methane biosynthetic process from formic acid	http://purl.obolibrary.org/obo/GO_1900339	16957
negative regulation of methane biosynthetic process from carbon monoxide	http://purl.obolibrary.org/obo/GO_1900337	25635
positive regulation of methane biosynthetic process from 3-(methylthio)propionic acid	http://purl.obolibrary.org/obo/GO_1900335	33103
regulation of T-helper 1 cell cytokine production	http://purl.obolibrary.org/obo/GO_2000554	9011
regulation of CD24 production	http://purl.obolibrary.org/obo/GO_2000559	42119
negative regulation of T-helper 1 cell cytokine production	http://purl.obolibrary.org/obo/GO_2000555	39117
positive regulation of T-helper 1 cell cytokine production	http://purl.obolibrary.org/obo/GO_2000556	28382
negative regulation of B cell chemotaxis	http://purl.obolibrary.org/obo/GO_2000550	13012
regulation of immunoglobulin production in mucosal tissue	http://purl.obolibrary.org/obo/GO_2000557	31634
positive regulation of immunoglobulin production in mucosal tissue	http://purl.obolibrary.org/obo/GO_2000558	16965
positive regulation of T-helper 2 cell cytokine production	http://purl.obolibrary.org/obo/GO_2000553	42337
regulation of T-helper 2 cell cytokine production	http://purl.obolibrary.org/obo/GO_2000551	35171
negative regulation of T-helper 2 cell cytokine production	http://purl.obolibrary.org/obo/GO_2000552	43423
calcium-activated potassium channel activity	http://purl.obolibrary.org/obo/GO_0015269	33725
channel activity	http://purl.obolibrary.org/obo/GO_0015267	37702
urea channel activity	http://purl.obolibrary.org/obo/GO_0015265	28812
methylammonium channel activity	http://purl.obolibrary.org/obo/GO_0015264	25486
vitamin B6 transport	http://purl.obolibrary.org/obo/GO_0031919	42658
positive regulation of synaptic metaplasticity	http://purl.obolibrary.org/obo/GO_0031918	20500
negative regulation of synaptic metaplasticity	http://purl.obolibrary.org/obo/GO_0031917	42248
regulation of synaptic metaplasticity	http://purl.obolibrary.org/obo/GO_0031916	10130
negative regulation of synaptic plasticity	http://purl.obolibrary.org/obo/GO_0031914	14970
positive regulation of synaptic plasticity	http://purl.obolibrary.org/obo/GO_0031915	16938
negative regulation of transcription elongation by RNA polymerase I	http://purl.obolibrary.org/obo/GO_2001208	36764
positive regulation of transcription elongation by RNA polymerase I	http://purl.obolibrary.org/obo/GO_2001209	20457
regulation of osteoclast development	http://purl.obolibrary.org/obo/GO_2001204	13244
positive regulation of osteoclast development	http://purl.obolibrary.org/obo/GO_2001206	16185
positive regulation of dendritic cell differentiation	http://purl.obolibrary.org/obo/GO_2001200	36593
negative regulation of osteoclast development	http://purl.obolibrary.org/obo/GO_2001205	258
regulation of transcription elongation by RNA polymerase I	http://purl.obolibrary.org/obo/GO_2001207	1165
hexokinase-dependent signaling	http://purl.obolibrary.org/obo/GO_0009747	44229
response to hexose	http://purl.obolibrary.org/obo/GO_0009746	32592
sucrose mediated signaling	http://purl.obolibrary.org/obo/GO_0009745	34448
brassinosteroid mediated signaling pathway	http://purl.obolibrary.org/obo/GO_0009742	31174
hexokinase-independent signaling	http://purl.obolibrary.org/obo/GO_0009748	322
response to brassinosteroid	http://purl.obolibrary.org/obo/GO_0009741	21002
gibberellic acid mediated signaling pathway	http://purl.obolibrary.org/obo/GO_0009740	37361
response to sucrose	http://purl.obolibrary.org/obo/GO_0009744	8325
response to carbohydrate	http://purl.obolibrary.org/obo/GO_0009743	32631
response to glucose	http://purl.obolibrary.org/obo/GO_0009749	27598
neural fold hinge point formation	http://purl.obolibrary.org/obo/GO_0021504	36375
floor plate formation	http://purl.obolibrary.org/obo/GO_0021508	13620
neural fold elevation formation	http://purl.obolibrary.org/obo/GO_0021502	13082
prechordal plate formation	http://purl.obolibrary.org/obo/GO_0021501	22120
anterior neuropore closure	http://purl.obolibrary.org/obo/GO_0021506	5009
neural fold bending	http://purl.obolibrary.org/obo/GO_0021503	35486
posterior neuropore closure	http://purl.obolibrary.org/obo/GO_0021507	43186
neural fold folding	http://purl.obolibrary.org/obo/GO_0021505	34146
roof plate formation	http://purl.obolibrary.org/obo/GO_0021509	17175
adhesion of symbiont to microvasculature	http://purl.obolibrary.org/obo/GO_0020035	655
heme binding	http://purl.obolibrary.org/obo/GO_0020037	24413
antigenic variation	http://purl.obolibrary.org/obo/GO_0020033	18029
guanine nucleotide transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0001409	1495
glycerophosphodiester transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0001406	17196
glycerophosphodiester transmembrane transport	http://purl.obolibrary.org/obo/GO_0001407	18643
guanine nucleotide transport	http://purl.obolibrary.org/obo/GO_0001408	20445
invasive growth in response to glucose limitation	http://purl.obolibrary.org/obo/GO_0001403	22748
signal transduction involved in filamentous growth	http://purl.obolibrary.org/obo/GO_0001402	26185
regulation of buoyancy	http://purl.obolibrary.org/obo/GO_0031413	36019
L-ascorbic acid binding	http://purl.obolibrary.org/obo/GO_0031418	1143
gas vesicle organization	http://purl.obolibrary.org/obo/GO_0031412	969
cobalamin binding	http://purl.obolibrary.org/obo/GO_0031419	36205
CCA tRNA nucleotidyltransferase activity	http://purl.obolibrary.org/obo/GO_0004810	6916
alanine-tRNA ligase activity	http://purl.obolibrary.org/obo/GO_0004813	645
asparagine-tRNA ligase activity	http://purl.obolibrary.org/obo/GO_0004816	21297
glutamate-tRNA ligase activity	http://purl.obolibrary.org/obo/GO_0004818	7833
cysteine-tRNA ligase activity	http://purl.obolibrary.org/obo/GO_0004817	15469
aspartate-tRNA ligase activity	http://purl.obolibrary.org/obo/GO_0004815	27699
arginine-tRNA ligase activity	http://purl.obolibrary.org/obo/GO_0004814	42246
glutamine-tRNA ligase activity	http://purl.obolibrary.org/obo/GO_0004819	40258
aminoacyl-tRNA ligase activity	http://purl.obolibrary.org/obo/GO_0004812	26783
termination of mitochondrial transcription	http://purl.obolibrary.org/obo/GO_0006393	37486
RNA processing	http://purl.obolibrary.org/obo/GO_0006396	33075
mRNA processing	http://purl.obolibrary.org/obo/GO_0006397	11197
tRNA metabolic process	http://purl.obolibrary.org/obo/GO_0006399	30975
mitochondrial transcription	http://purl.obolibrary.org/obo/GO_0006390	35487
transcription elongation by mitochondrial RNA polymerase	http://purl.obolibrary.org/obo/GO_0006392	13363
transcription initiation at mitochondrial promoter	http://purl.obolibrary.org/obo/GO_0006391	32743
mRNA 3'-end processing by stem-loop binding and cleavage	http://purl.obolibrary.org/obo/GO_0006398	13737
galactogen 6-beta-galactosyltransferase activity	http://purl.obolibrary.org/obo/GO_0047255	2770
4-hydroxybenzoate 4-O-beta-D-glucosyltransferase activity	http://purl.obolibrary.org/obo/GO_0047250	32212
2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one 2-D-glucosyltransferase activity	http://purl.obolibrary.org/obo/GO_0047254	2914
lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity	http://purl.obolibrary.org/obo/GO_0047256	18034
alpha-1,6-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	http://purl.obolibrary.org/obo/GO_0047253	28115
sphingosine beta-galactosyltransferase activity	http://purl.obolibrary.org/obo/GO_0047258	19666
glucomannan 4-beta-mannosyltransferase activity	http://purl.obolibrary.org/obo/GO_0047259	33905
diglucosyl diacylglycerol synthase activity	http://purl.obolibrary.org/obo/GO_0047257	26089
thiohydroximate beta-D-glucosyltransferase activity	http://purl.obolibrary.org/obo/GO_0047251	37156
beta-mannosylphosphodecaprenol-mannooligosaccharide 6-mannosyltransferase activity	http://purl.obolibrary.org/obo/GO_0047252	7890
AMP metabolic process	http://purl.obolibrary.org/obo/GO_0046033	28716
GTP metabolic process	http://purl.obolibrary.org/obo/GO_0046039	26272
ADP catabolic process	http://purl.obolibrary.org/obo/GO_0046032	20143
CMP metabolic process	http://purl.obolibrary.org/obo/GO_0046035	35055
ATP metabolic process	http://purl.obolibrary.org/obo/GO_0046034	31618
GMP catabolic process	http://purl.obolibrary.org/obo/GO_0046038	26778
inositol trisphosphate phosphatase activity	http://purl.obolibrary.org/obo/GO_0046030	38258
CTP metabolic process	http://purl.obolibrary.org/obo/GO_0046036	33465
GMP metabolic process	http://purl.obolibrary.org/obo/GO_0046037	34575
ADP metabolic process	http://purl.obolibrary.org/obo/GO_0046031	38766
actin binding	http://purl.obolibrary.org/obo/GO_0003779	21497
microtubule motor activity	http://purl.obolibrary.org/obo/GO_0003777	38696
cytoskeletal motor activity	http://purl.obolibrary.org/obo/GO_0003774	35526
acyl binding	http://purl.obolibrary.org/obo/GO_0000035	6544
adenine deaminase activity	http://purl.obolibrary.org/obo/GO_0000034	28697
mannosylphosphate transferase activity	http://purl.obolibrary.org/obo/GO_0000031	28953
very long-chain fatty acid metabolic process	http://purl.obolibrary.org/obo/GO_0000038	41356
alpha-1,3-mannosyltransferase activity	http://purl.obolibrary.org/obo/GO_0000033	20827
mannosyltransferase activity	http://purl.obolibrary.org/obo/GO_0000030	18363
cell wall mannoprotein biosynthetic process	http://purl.obolibrary.org/obo/GO_0000032	34484
acyl carrier activity	http://purl.obolibrary.org/obo/GO_0000036	24317
somato-dendritic dopamine secretion	http://purl.obolibrary.org/obo/GO_0099123	19892
socially cooperative development	http://purl.obolibrary.org/obo/GO_0099120	30761
RNA polymerase II C-terminal domain binding	http://purl.obolibrary.org/obo/GO_0099122	8034
cochlear outer hair cell electromotile response	http://purl.obolibrary.org/obo/GO_0099129	31338
axonal dopamine secretion	http://purl.obolibrary.org/obo/GO_0099124	34829
fungal sorus development	http://purl.obolibrary.org/obo/GO_0099121	25831
rDNA heterochromatin formation	http://purl.obolibrary.org/obo/GO_0000183	30012
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	http://purl.obolibrary.org/obo/GO_0000184	23496
rDNA binding	http://purl.obolibrary.org/obo/GO_0000182	5991
carbamoyl phosphate metabolic process	http://purl.obolibrary.org/obo/GO_0070408	9354
NAD+ binding	http://purl.obolibrary.org/obo/GO_0070403	36366
NADH binding	http://purl.obolibrary.org/obo/GO_0070404	11281
carbamoyl phosphate biosynthetic process	http://purl.obolibrary.org/obo/GO_0070409	35159
ammonium ion binding	http://purl.obolibrary.org/obo/GO_0070405	28001
teichoic acid D-alanylation	http://purl.obolibrary.org/obo/GO_0070400	17925
NADP+ binding	http://purl.obolibrary.org/obo/GO_0070401	28439
oxidation-dependent protein catabolic process	http://purl.obolibrary.org/obo/GO_0070407	17961
glutamine binding	http://purl.obolibrary.org/obo/GO_0070406	12726
NADPH binding	http://purl.obolibrary.org/obo/GO_0070402	10708
tRNA demethylase activity	http://purl.obolibrary.org/obo/GO_1990984	6382
DNA recombinase disassembly	http://purl.obolibrary.org/obo/GO_1990986	21071
regulation of translational initiation by tRNA modification	http://purl.obolibrary.org/obo/GO_1990983	9662
extracellularly glycine-gated chloride channel activity	http://purl.obolibrary.org/obo/GO_0016934	39399
short-chain fatty acyl-CoA dehydrogenase activity	http://purl.obolibrary.org/obo/GO_0016937	38877
extracellularly glycine-gated ion channel activity	http://purl.obolibrary.org/obo/GO_0016933	25609
galactoside binding	http://purl.obolibrary.org/obo/GO_0016936	12072
glycine-gated chloride ion channel activity	http://purl.obolibrary.org/obo/GO_0022852	19004
active monoatomic ion transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0022853	19089
serotonin-gated monoatomic cation channel activity	http://purl.obolibrary.org/obo/GO_0022850	2340
protein-N(PI)-phosphohistidine-sorbitol phosphotransferase system transporter activity	http://purl.obolibrary.org/obo/GO_0022856	35084
protein-N(PI)-phosphohistidine-glucose phosphotransferase system transporter activity	http://purl.obolibrary.org/obo/GO_0022855	40922
GABA-gated chloride ion channel activity	http://purl.obolibrary.org/obo/GO_0022851	41960
alanine transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0022858	26418
transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0022857	31433
response to mineralocorticoid	http://purl.obolibrary.org/obo/GO_0051385	23168
norepinephrine binding	http://purl.obolibrary.org/obo/GO_0051380	36175
regulation of neurotrophin TRK receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0051386	30635
kinetochore assembly	http://purl.obolibrary.org/obo/GO_0051382	30978
response to glucocorticoid	http://purl.obolibrary.org/obo/GO_0051384	20629
histamine binding	http://purl.obolibrary.org/obo/GO_0051381	3251
kinetochore organization	http://purl.obolibrary.org/obo/GO_0051383	22364
negative regulation of neurotrophin TRK receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0051387	38366
positive regulation of neurotrophin TRK receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0051388	3426
positive regulation of bleb assembly	http://purl.obolibrary.org/obo/GO_1904172	9709
positive regulation of adipose tissue development	http://purl.obolibrary.org/obo/GO_1904179	41918
regulation of bleb assembly	http://purl.obolibrary.org/obo/GO_1904170	4351
regulation of adipose tissue development	http://purl.obolibrary.org/obo/GO_1904177	42628
negative regulation of adipose tissue development	http://purl.obolibrary.org/obo/GO_1904178	23368
negative regulation of bleb assembly	http://purl.obolibrary.org/obo/GO_1904171	36893
secondary cell septum biogenesis	http://purl.obolibrary.org/obo/GO_1990344	24946
gap junction-mediated intercellular transport	http://purl.obolibrary.org/obo/GO_1990349	36430
tetrahydrofolylpolyglutamate metabolic process	http://purl.obolibrary.org/obo/GO_0046900	38557
calcium oxalate binding	http://purl.obolibrary.org/obo/GO_0046904	7206
tetrapyrrole binding	http://purl.obolibrary.org/obo/GO_0046906	38470
secretion	http://purl.obolibrary.org/obo/GO_0046903	35464
intracellular transport	http://purl.obolibrary.org/obo/GO_0046907	28077
regulation of mitochondrial membrane permeability	http://purl.obolibrary.org/obo/GO_0046902	250
15-cis-phytoene synthase activity	http://purl.obolibrary.org/obo/GO_0046905	11263
tetrahydrofolylpolyglutamate biosynthetic process	http://purl.obolibrary.org/obo/GO_0046901	18432
6'-deoxychalcone synthase activity	http://purl.obolibrary.org/obo/GO_0033808	32417
fluorothreonine transaldolase activity	http://purl.obolibrary.org/obo/GO_0033806	42636
vitexin 2''-O-rhamnoside 7-O-methyltransferase activity	http://purl.obolibrary.org/obo/GO_0033801	10832
isoliquiritigenin 2'-O-methyltransferase activity	http://purl.obolibrary.org/obo/GO_0033802	3493
anthocyanin 6''-O-malonyltransferase activity	http://purl.obolibrary.org/obo/GO_0033809	957
isoflavone 7-O-methyltransferase activity	http://purl.obolibrary.org/obo/GO_0033800	5671
kaempferol 4'-O-methyltransferase activity	http://purl.obolibrary.org/obo/GO_0033803	9425
trochlear nerve maturation	http://purl.obolibrary.org/obo/GO_0021640	22504
vestibulocochlear nerve morphogenesis	http://purl.obolibrary.org/obo/GO_0021648	5669
vagus nerve morphogenesis	http://purl.obolibrary.org/obo/GO_0021644	7302
vagus nerve structural organization	http://purl.obolibrary.org/obo/GO_0021645	22505
trochlear nerve formation	http://purl.obolibrary.org/obo/GO_0021642	36834
vagus nerve maturation	http://purl.obolibrary.org/obo/GO_0021643	10716
trochlear nerve structural organization	http://purl.obolibrary.org/obo/GO_0021641	22082
vagus nerve formation	http://purl.obolibrary.org/obo/GO_0021646	32809
vestibulocochlear nerve structural organization	http://purl.obolibrary.org/obo/GO_0021649	4537
vestibulocochlear nerve maturation	http://purl.obolibrary.org/obo/GO_0021647	11918
basement membrane disassembly involved in semicircular canal fusion	http://purl.obolibrary.org/obo/GO_0060882	31743
clearance of cells from fusion plate by apoptotic process	http://purl.obolibrary.org/obo/GO_0060885	12188
clearance of cells from fusion plate	http://purl.obolibrary.org/obo/GO_0060884	35141
clearance of cells from fusion plate by epithelial to mesenchymal transition	http://purl.obolibrary.org/obo/GO_0060886	39590
limb epidermis stratification	http://purl.obolibrary.org/obo/GO_0060888	20488
limb epidermis development	http://purl.obolibrary.org/obo/GO_0060887	42141
cell morphogenesis involved in semicircular canal fusion	http://purl.obolibrary.org/obo/GO_0060880	21860
limb basal epidermal cell differentiation	http://purl.obolibrary.org/obo/GO_0060889	40422
glyoxalase (glycolic acid-forming) activity	http://purl.obolibrary.org/obo/GO_1990422	28297
establishment of septation initiation network asymmetry	http://purl.obolibrary.org/obo/GO_1990420	20454
miRNA transport	http://purl.obolibrary.org/obo/GO_1990428	34513
protein arginine kinase activity	http://purl.obolibrary.org/obo/GO_1990424	4712
mitotic recombination-dependent replication fork processing	http://purl.obolibrary.org/obo/GO_1990426	43119
bradykinin biosynthetic process	http://purl.obolibrary.org/obo/GO_0002936	9889
tRNA 4-thiouridine biosynthesis	http://purl.obolibrary.org/obo/GO_0002937	14418
tRNA (adenine(37)-C2)-methyltransferase activity	http://purl.obolibrary.org/obo/GO_0002935	32607
tendon sheath development	http://purl.obolibrary.org/obo/GO_0002932	10522
lipid hydroxylation	http://purl.obolibrary.org/obo/GO_0002933	9156
response to ischemia	http://purl.obolibrary.org/obo/GO_0002931	18316
tRNA guanine ribose methylation	http://purl.obolibrary.org/obo/GO_0002938	37537
desmosome organization	http://purl.obolibrary.org/obo/GO_0002934	1603
tRNA N1-guanine methylation	http://purl.obolibrary.org/obo/GO_0002939	29087
trabecular meshwork development	http://purl.obolibrary.org/obo/GO_0002930	15853
UFM1 ligase activity	http://purl.obolibrary.org/obo/GO_0061666	26628
SUMO ligase activity	http://purl.obolibrary.org/obo/GO_0061665	1905
URM1 ligase activity	http://purl.obolibrary.org/obo/GO_0061667	33393
Pup ligase activity	http://purl.obolibrary.org/obo/GO_0061664	28741
FAT10 ligase activity	http://purl.obolibrary.org/obo/GO_0061661	10318
ISG15 ligase activity	http://purl.obolibrary.org/obo/GO_0061662	20459
Atg12 ligase activity	http://purl.obolibrary.org/obo/GO_0061660	21793
NEDD8 ligase activity	http://purl.obolibrary.org/obo/GO_0061663	18249
spontaneous neurotransmitter secretion	http://purl.obolibrary.org/obo/GO_0061669	18075
mitochondrial ribosome assembly	http://purl.obolibrary.org/obo/GO_0061668	2903
dipeptidase activity	http://purl.obolibrary.org/obo/GO_0016805	16750
hydrolase activity, acting on ether bonds	http://purl.obolibrary.org/obo/GO_0016801	21680
cysteine-type carboxypeptidase activity	http://purl.obolibrary.org/obo/GO_0016807	12139
trialkylsulfonium hydrolase activity	http://purl.obolibrary.org/obo/GO_0016802	36166
ether hydrolase activity	http://purl.obolibrary.org/obo/GO_0016803	28798
BMP secretion	http://purl.obolibrary.org/obo/GO_0038055	6293
TNFSF11 binding	http://purl.obolibrary.org/obo/GO_0038057	20499
G protein-coupled estrogen receptor activity	http://purl.obolibrary.org/obo/GO_0038054	28075
negative regulation of carbohydrate metabolic process	http://purl.obolibrary.org/obo/GO_0045912	19780
negative regulation of catecholamine metabolic process	http://purl.obolibrary.org/obo/GO_0045914	22807
positive regulation of carbohydrate metabolic process	http://purl.obolibrary.org/obo/GO_0045913	42308
negative regulation of cytolysis	http://purl.obolibrary.org/obo/GO_0045918	10540
positive regulation of DNA recombination	http://purl.obolibrary.org/obo/GO_0045911	2124
negative regulation of complement activation	http://purl.obolibrary.org/obo/GO_0045916	6250
negative regulation of DNA recombination	http://purl.obolibrary.org/obo/GO_0045910	5923
positive regulation of catecholamine metabolic process	http://purl.obolibrary.org/obo/GO_0045915	23319
positive regulation of cytolysis	http://purl.obolibrary.org/obo/GO_0045919	35981
positive regulation of complement activation	http://purl.obolibrary.org/obo/GO_0045917	32316
positive regulation of ovulation	http://purl.obolibrary.org/obo/GO_0060279	30285
maintenance of stationary phase	http://purl.obolibrary.org/obo/GO_0060274	38719
maintenance of stationary phase in response to starvation	http://purl.obolibrary.org/obo/GO_0060275	42825
regulation of ovulation	http://purl.obolibrary.org/obo/GO_0060278	3365
maintenance of stationary phase in response to toxin	http://purl.obolibrary.org/obo/GO_0060276	22523
crying behavior	http://purl.obolibrary.org/obo/GO_0060273	4633
cilium assembly	http://purl.obolibrary.org/obo/GO_0060271	18043
main body follicle cell migration	http://purl.obolibrary.org/obo/GO_0060270	41907
embryonic skeletal joint morphogenesis	http://purl.obolibrary.org/obo/GO_0060272	36523
calcium-ion regulated exocytosis	http://purl.obolibrary.org/obo/GO_0017156	41511
regulation of calcium ion-dependent exocytosis	http://purl.obolibrary.org/obo/GO_0017158	18487
DEAD/H-box RNA helicase binding	http://purl.obolibrary.org/obo/GO_0017151	31973
pantetheine hydrolase activity	http://purl.obolibrary.org/obo/GO_0017159	34637
tRNA dihydrouridine synthase activity	http://purl.obolibrary.org/obo/GO_0017150	40600
semaphorin receptor activity	http://purl.obolibrary.org/obo/GO_0017154	16383
sodium:dicarboxylate symporter activity	http://purl.obolibrary.org/obo/GO_0017153	25263
regulation of exocytosis	http://purl.obolibrary.org/obo/GO_0017157	998
axon choice point recognition	http://purl.obolibrary.org/obo/GO_0016198	1585
synaptic vesicle uncoating	http://purl.obolibrary.org/obo/GO_0016191	14725
axon midline choice point recognition	http://purl.obolibrary.org/obo/GO_0016199	42783
endosomal transport	http://purl.obolibrary.org/obo/GO_0016197	15452
vesicle-mediated transport	http://purl.obolibrary.org/obo/GO_0016192	37729
3,4-didehydroretinal binding	http://purl.obolibrary.org/obo/GO_0046876	32190
metal ion binding	http://purl.obolibrary.org/obo/GO_0046872	15892
N-acetylgalactosamine binding	http://purl.obolibrary.org/obo/GO_0046871	22642
positive regulation of saliva secretion	http://purl.obolibrary.org/obo/GO_0046878	24221
hormone secretion	http://purl.obolibrary.org/obo/GO_0046879	43738
quinolinate metabolic process	http://purl.obolibrary.org/obo/GO_0046874	12570
metal ion transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0046873	3998
ephrin receptor binding	http://purl.obolibrary.org/obo/GO_0046875	29456
regulation of saliva secretion	http://purl.obolibrary.org/obo/GO_0046877	35036
cadmium ion binding	http://purl.obolibrary.org/obo/GO_0046870	24668
negative regulation of pro-B cell differentiation	http://purl.obolibrary.org/obo/GO_2000974	697
positive regulation of detection of glucose	http://purl.obolibrary.org/obo/GO_2000972	27939
negative regulation of detection of glucose	http://purl.obolibrary.org/obo/GO_2000971	38072
positive regulation of forebrain neuron differentiation	http://purl.obolibrary.org/obo/GO_2000979	6219
