label	entity_id	ssid
Primary testicular failure	http://purl.obolibrary.org/obo/HP_0008720	[7, 3, 7, 7, 0]
Urethral diverticulum	http://purl.obolibrary.org/obo/HP_0008722	[4, 8, 5, 7]
Gonadal dysgenesis with female appearance, male	http://purl.obolibrary.org/obo/HP_0008723	[5, 4, 5, 9, 1]
Hypoplasia of the ovary	http://purl.obolibrary.org/obo/HP_0008724	[7, 3, 0, 6]
Hypoplasia of the vagina	http://purl.obolibrary.org/obo/HP_0008726	[7, 3, 9, 0]
Absence of labia majora	http://purl.obolibrary.org/obo/HP_0008729	[7, 7, 2, 5, 5, 0]
Female external genitalia in individual with 46,XY karyotype	http://purl.obolibrary.org/obo/HP_0008730	[5, 3, 9, 9, 3]
Renal hypophosphatemia	http://purl.obolibrary.org/obo/HP_0008732	[1, 9, 5, 3]
Dysplastic testes	http://purl.obolibrary.org/obo/HP_0008733	[7, 3, 7, 4, 1]
Decreased testicular size	http://purl.obolibrary.org/obo/HP_0008734	[7, 3, 7, 0, 1]
Hypoplasia of penis	http://purl.obolibrary.org/obo/HP_0008736	[7, 0, 6, 7, 1]
Partially duplicated kidney	http://purl.obolibrary.org/obo/HP_0008738	[4, 8, 0, 9, 3]
Labial pseudohypertrophy	http://purl.obolibrary.org/obo/HP_0008739	[4, 4, 7, 9]
Longitudinal vaginal septum	http://purl.obolibrary.org/obo/HP_0008740	[4, 8, 9, 3, 3]
Prominent prostate median bar	http://purl.obolibrary.org/obo/HP_0008742	[4, 0, 0, 2, 0]
Coronal hypospadias	http://purl.obolibrary.org/obo/HP_0008743	[7, 3, 4, 1, 5]
Abnormal aryepiglottic fold morphology	http://purl.obolibrary.org/obo/HP_0008744	[6, 4, 2, 4]
Cartilaginous ossification of larynx	http://purl.obolibrary.org/obo/HP_0008747	[3, 5, 8, 3]
Laryngeal hypoplasia	http://purl.obolibrary.org/obo/HP_0008749	[7, 0, 6, 8, 0]
Laryngeal atresia	http://purl.obolibrary.org/obo/HP_0008750	[4, 0, 5, 1, 2]
Laryngeal cleft	http://purl.obolibrary.org/obo/HP_0008751	[4, 7, 2, 7, 0]
Laryngeal cartilage malformation	http://purl.obolibrary.org/obo/HP_0008752	[6, 5, 7, 2, 1]
Aplasia of the epiglottis	http://purl.obolibrary.org/obo/HP_0008753	[4, 0, 5, 4, 1]
Laryngeal calcification	http://purl.obolibrary.org/obo/HP_0008754	[3, 5, 8, 8]
Laryngotracheomalacia	http://purl.obolibrary.org/obo/HP_0008755	[4, 5, 5, 1, 2]
Bowing of the vocal cords	http://purl.obolibrary.org/obo/HP_0008756	[0, 3, 9, 9]
Unilateral vocal cord paralysis	http://purl.obolibrary.org/obo/HP_0008757	[0, 4, 9, 3]
Violent behavior	http://purl.obolibrary.org/obo/HP_0008760	[5, 3, 8, 5, 1]
Repetitive compulsive behavior	http://purl.obolibrary.org/obo/HP_0008762	[0, 2, 0, 0]
No social interaction	http://purl.obolibrary.org/obo/HP_0008763	[7, 8, 7, 1, 0]
Auditory hallucination	http://purl.obolibrary.org/obo/HP_0008765	[5, 3, 6, 3, 0, 0]
Self-mutilation of tongue and lips due to involuntary movements	http://purl.obolibrary.org/obo/HP_0008767	[0, 1, 1, 6]
Abnormal sexual behavior	http://purl.obolibrary.org/obo/HP_0008768	[6, 2, 0, 0]
Obsessive-compulsive trait	http://purl.obolibrary.org/obo/HP_0008770	[5, 3, 8, 8, 2, 0]
Aplasia/Hypoplasia of the ear	http://purl.obolibrary.org/obo/HP_0008771	[7, 7, 7, 0, 0]
Aplasia/Hypoplasia of the external ear	http://purl.obolibrary.org/obo/HP_0008772	[7, 0, 6, 1, 3]
Aplasia/Hypoplasia of the middle ear	http://purl.obolibrary.org/obo/HP_0008773	[7, 7, 7, 4, 0]
Aplasia/Hypoplasia of the inner ear	http://purl.obolibrary.org/obo/HP_0008774	[7, 7, 7, 5, 0]
Abnormal prostate morphology	http://purl.obolibrary.org/obo/HP_0008775	[6, 2, 4, 6]
Abnormal renal artery morphology	http://purl.obolibrary.org/obo/HP_0008776	[6, 7, 9, 0]
Abnormal vocal cord morphology	http://purl.obolibrary.org/obo/HP_0008777	[6, 6, 6, 1]
Congenital bilateral hip dislocation	http://purl.obolibrary.org/obo/HP_0008780	[4, 8, 4, 6]
Wide proximal femoral metaphysis	http://purl.obolibrary.org/obo/HP_0008783	[3, 7, 1, 2, 2]
Wide capital femoral epiphyses	http://purl.obolibrary.org/obo/HP_0008784	[3, 7, 1, 9]
Delayed ossification of pubic rami	http://purl.obolibrary.org/obo/HP_0008785	[3, 1, 3, 0]
Iliac crest serration	http://purl.obolibrary.org/obo/HP_0008786	[4, 3, 5, 8]
Delayed pubic bone ossification	http://purl.obolibrary.org/obo/HP_0008788	[3, 1, 3, 1]
Cone-shaped capital femoral epiphysis	http://purl.obolibrary.org/obo/HP_0008789	[3, 7, 2, 1, 1]
Dysplastic iliac wing	http://purl.obolibrary.org/obo/HP_0008794	[3, 7, 4, 2]
Femoral retroversion	http://purl.obolibrary.org/obo/HP_0008796	[0, 7, 7, 3]
Early ossification of capital femoral epiphyses	http://purl.obolibrary.org/obo/HP_0008797	[3, 1, 1, 2]
Widened greater sciatic notch	http://purl.obolibrary.org/obo/HP_0008798	[3, 6, 4, 6, 1]
Limited hip movement	http://purl.obolibrary.org/obo/HP_0008800	[0, 0, 9, 8, 0]
Hypoplasia of the lesser trochanter	http://purl.obolibrary.org/obo/HP_0008801	[7, 0, 7, 8]
Hypoplasia of the femoral head	http://purl.obolibrary.org/obo/HP_0008802	[7, 0, 7, 5, 0]
obsolete Narrow sacroiliac notch	http://purl.obolibrary.org/obo/HP_0008803	[7, 6, 3, 2, 4]
Broad femoral head	http://purl.obolibrary.org/obo/HP_0008804	[3, 7, 1, 0, 1]
Acetabular dysplasia	http://purl.obolibrary.org/obo/HP_0008807	[3, 7, 5, 3]
High iliac wing	http://purl.obolibrary.org/obo/HP_0008808	[4, 3, 5, 1, 1]
Flattened femoral head	http://purl.obolibrary.org/obo/HP_0008812	[3, 7, 7, 1, 1]
Aplastic pubic bone	http://purl.obolibrary.org/obo/HP_0008817	[7, 3, 4, 3, 0]
Large iliac wing	http://purl.obolibrary.org/obo/HP_0008818	[3, 7, 4, 3]
Narrow femoral neck	http://purl.obolibrary.org/obo/HP_0008819	[7, 0, 7, 1, 0]
Absent ossification of capital femoral epiphysis	http://purl.obolibrary.org/obo/HP_0008820	[3, 1, 1, 3]
Hypoplastic inferior ilia	http://purl.obolibrary.org/obo/HP_0008821	[7, 0, 9, 7, 1]
Hypoplastic ischiopubic ramus	http://purl.obolibrary.org/obo/HP_0008822	[7, 0, 9, 3, 2]
Inferior pubic ramus hypoplasia	http://purl.obolibrary.org/obo/HP_0008823	[7, 0, 9, 8, 2]
Hypoplastic iliac body	http://purl.obolibrary.org/obo/HP_0008824	[7, 0, 9, 1, 2]
obsolete Dislocation of the femoral head	http://purl.obolibrary.org/obo/HP_0008826	[0, 7, 7, 4]
Delayed proximal femoral epiphyseal ossification	http://purl.obolibrary.org/obo/HP_0008828	[3, 1, 1, 4]
Delayed femoral head ossification	http://purl.obolibrary.org/obo/HP_0008829	[3, 1, 1, 5]
Hypoplastic pubic ramus	http://purl.obolibrary.org/obo/HP_0008830	[7, 3, 4, 3, 1]
Irregular acetabular roof	http://purl.obolibrary.org/obo/HP_0008833	[3, 7, 5, 4]
Multicentric femoral head ossification	http://purl.obolibrary.org/obo/HP_0008835	[3, 7, 7, 0, 0]
Stippled calcification proximal humeral epiphyses	http://purl.obolibrary.org/obo/HP_0008838	[3, 3, 0, 0, 3]
Hypoplastic pelvis	http://purl.obolibrary.org/obo/HP_0008839	[7, 0, 9, 2, 2]
Hip osteoarthritis	http://purl.obolibrary.org/obo/HP_0008843	[5, 9, 9, 6, 2]
Mesomelic short stature	http://purl.obolibrary.org/obo/HP_0008845	[3, 2, 0, 2]
Severe intrauterine growth retardation	http://purl.obolibrary.org/obo/HP_0008846	[7, 6, 4, 0, 1]
Moderately short stature	http://purl.obolibrary.org/obo/HP_0008848	[7, 6, 4, 1, 5]
Severe postnatal growth retardation	http://purl.obolibrary.org/obo/HP_0008850	[7, 6, 4, 4, 2]
Moderate postnatal growth retardation	http://purl.obolibrary.org/obo/HP_0008855	[7, 6, 4, 4, 3]
Neonatal short-trunk short stature	http://purl.obolibrary.org/obo/HP_0008857	[7, 6, 4, 7, 0]
Failure to thrive secondary to recurrent infections	http://purl.obolibrary.org/obo/HP_0008866	[7, 8, 9, 2, 5]
Feeding difficulties in infancy	http://purl.obolibrary.org/obo/HP_0008872	[7, 6, 4, 6, 1]
Disproportionate short-limb short stature	http://purl.obolibrary.org/obo/HP_0008873	[3, 4, 6, 4]
Mild intrauterine growth retardation	http://purl.obolibrary.org/obo/HP_0008883	[7, 6, 4, 0, 2]
Adipose tissue loss	http://purl.obolibrary.org/obo/HP_0008887	[7, 9, 9, 5, 1]
Severe short-limb dwarfism	http://purl.obolibrary.org/obo/HP_0008890	[7, 6, 4, 1, 6]
Postnatal growth retardation	http://purl.obolibrary.org/obo/HP_0008897	[7, 6, 4, 4, 4]
Rhizomelia	http://purl.obolibrary.org/obo/HP_0008905	[5, 9, 5, 4, 4, 0]
Lethal short-limbed short stature	http://purl.obolibrary.org/obo/HP_0008909	[7, 6, 4, 7, 1]
Childhood-onset truncal obesity	http://purl.obolibrary.org/obo/HP_0008915	[4, 8, 3, 5, 2]
Neonatal short-limb short stature	http://purl.obolibrary.org/obo/HP_0008921	[7, 6, 4, 1, 7]
Childhood-onset short-trunk short stature	http://purl.obolibrary.org/obo/HP_0008922	[3, 4, 6, 5]
Asymmetric short stature	http://purl.obolibrary.org/obo/HP_0008929	[7, 0, 3, 8]
Generalized neonatal hypotonia	http://purl.obolibrary.org/obo/HP_0008935	[7, 6, 4, 5, 3]
Axial hypotonia	http://purl.obolibrary.org/obo/HP_0008936	[0, 1, 6, 2]
Generalized lymphadenopathy	http://purl.obolibrary.org/obo/HP_0008940	[2, 6, 8, 2, 1]
Acute rhabdomyolysis	http://purl.obolibrary.org/obo/HP_0008942	[0, 9, 3, 1, 1]
Distal lower limb amyotrophy	http://purl.obolibrary.org/obo/HP_0008944	[0, 5, 7, 5, 2]
Loss of ability to walk in early childhood	http://purl.obolibrary.org/obo/HP_0008945	[7, 6, 9, 8, 2]
Pelvic girdle amyotrophy	http://purl.obolibrary.org/obo/HP_0008946	[0, 5, 9, 2]
Infantile muscular hypotonia	http://purl.obolibrary.org/obo/HP_0008947	[7, 6, 4, 5, 4]
Proximal upper limb amyotrophy	http://purl.obolibrary.org/obo/HP_0008948	[0, 5, 6, 2, 3]
Shoulder muscle hypoplasia	http://purl.obolibrary.org/obo/HP_0008952	[7, 0, 3, 6, 1]
Pectoralis major hypoplasia	http://purl.obolibrary.org/obo/HP_0008953	[7, 0, 3, 0, 2]
Intrinsic hand muscle atrophy	http://purl.obolibrary.org/obo/HP_0008954	[7, 9, 8, 3, 0]
Progressive distal muscular atrophy	http://purl.obolibrary.org/obo/HP_0008955	[0, 5, 2, 0, 1]
Proximal lower limb amyotrophy	http://purl.obolibrary.org/obo/HP_0008956	[0, 5, 7, 5, 3]
Distal upper limb muscle weakness	http://purl.obolibrary.org/obo/HP_0008959	[0, 5, 6, 6, 1]
Calf muscle hypoplasia	http://purl.obolibrary.org/obo/HP_0008962	[7, 0, 0, 9, 1]
Tibialis muscle weakness	http://purl.obolibrary.org/obo/HP_0008963	[0, 5, 7, 1, 0]
Nonprogressive muscular atrophy	http://purl.obolibrary.org/obo/HP_0008964	[7, 9, 8, 0, 3]
Exercise-induced muscle stiffness	http://purl.obolibrary.org/obo/HP_0008967	[0, 9, 9, 0, 2]
Muscle hypertrophy of the lower extremities	http://purl.obolibrary.org/obo/HP_0008968	[0, 5, 7, 3, 1]
Leg muscle stiffness	http://purl.obolibrary.org/obo/HP_0008969	[0, 9, 9, 0, 3]
Scapulohumeral muscular dystrophy	http://purl.obolibrary.org/obo/HP_0008970	[3, 3, 2, 1, 1]
Decreased activity of mitochondrial respiratory chain	http://purl.obolibrary.org/obo/HP_0008972	[7, 1, 6, 0, 3]
Necrotizing myopathy	http://purl.obolibrary.org/obo/HP_0008978	[5, 4, 2, 7, 2, 0]
Calf muscle hypertrophy	http://purl.obolibrary.org/obo/HP_0008981	[3, 6, 6, 2]
Neck muscle hypoplasia	http://purl.obolibrary.org/obo/HP_0008984	[0, 5, 2, 8]
Increased intramuscular fat	http://purl.obolibrary.org/obo/HP_0008985	[2, 6, 2, 5]
Agenesis of the diaphragm	http://purl.obolibrary.org/obo/HP_0008986	[7, 7, 2, 8, 1]
Pelvic girdle muscle atrophy	http://purl.obolibrary.org/obo/HP_0008988	[7, 0, 9, 2, 3]
Exercise-induced leg cramps	http://purl.obolibrary.org/obo/HP_0008991	[0, 9, 3, 0, 2]
Increased intraabdominal fat	http://purl.obolibrary.org/obo/HP_0008993	[2, 6, 2, 8]
Proximal muscle weakness in lower limbs	http://purl.obolibrary.org/obo/HP_0008994	[0, 5, 7, 2, 2]
Proximal muscle weakness in upper limbs	http://purl.obolibrary.org/obo/HP_0008997	[0, 5, 6, 6, 2]
Pectoralis hypoplasia	http://purl.obolibrary.org/obo/HP_0008998	[7, 0, 3, 0, 3]
Loss of truncal subcutaneous adipose tissue	http://purl.obolibrary.org/obo/HP_0009002	[7, 9, 9, 5, 2]
Increased subcutaneous truncal adipose tissue	http://purl.obolibrary.org/obo/HP_0009003	[4, 8, 3, 5, 3]
Hypoplasia of the musculature	http://purl.obolibrary.org/obo/HP_0009004	[7, 0, 3, 4, 2]
Weakness of the intrinsic hand muscles	http://purl.obolibrary.org/obo/HP_0009005	[0, 5, 0, 4]
Biceps hypoplasia	http://purl.obolibrary.org/obo/HP_0009007	[7, 0, 3, 2, 0]
Hypoplasia of serratus anterior muscle	http://purl.obolibrary.org/obo/HP_0009011	[7, 0, 3, 6, 2]
Congenital absence of gluteal muscles	http://purl.obolibrary.org/obo/HP_0009013	[7, 3, 5, 5, 3]
Upper limb muscle hypoplasia	http://purl.obolibrary.org/obo/HP_0009016	[7, 0, 3, 3, 3]
Loss of gluteal subcutaneous adipose tissue	http://purl.obolibrary.org/obo/HP_0009017	[7, 2, 2, 6]
Progressive loss of facial adipose tissue	http://purl.obolibrary.org/obo/HP_0009019	[7, 9, 9, 9]
Exercise-induced muscle fatigue	http://purl.obolibrary.org/obo/HP_0009020	[0, 9, 3, 5, 1]
Abdominal wall muscle weakness	http://purl.obolibrary.org/obo/HP_0009023	[0, 5, 9, 3]
Increased connective tissue	http://purl.obolibrary.org/obo/HP_0009025	[2, 6, 2, 2]
Hypoplasia of latissimus dorsi muscle	http://purl.obolibrary.org/obo/HP_0009026	[7, 0, 3, 2, 1]
Foot dorsiflexor weakness	http://purl.obolibrary.org/obo/HP_0009027	[0, 3, 5, 3, 0]
Generalized weakness of limb muscles	http://purl.obolibrary.org/obo/HP_0009028	[0, 5, 7, 4, 2]
Amyotrophy of ankle musculature	http://purl.obolibrary.org/obo/HP_0009031	[0, 5, 8, 6]
Segmental spinal muscular atrophy	http://purl.obolibrary.org/obo/HP_0009037	[7, 9, 8, 0, 4]
obsolete Marked muscular hypertrophy	http://purl.obolibrary.org/obo/HP_0009042	[2, 6, 9, 2, 2]
obsolete Hypoplasia of deltoid muscle	http://purl.obolibrary.org/obo/HP_0009044	[7, 0, 3, 7, 0]
Exercise-induced rhabdomyolysis	http://purl.obolibrary.org/obo/HP_0009045	[0, 9, 3, 1, 2]
Difficulty running	http://purl.obolibrary.org/obo/HP_0009046	[7, 8, 4, 8]
Peroneal muscle atrophy	http://purl.obolibrary.org/obo/HP_0009049	[7, 9, 8, 4, 0]
Quadriceps muscle atrophy	http://purl.obolibrary.org/obo/HP_0009050	[0, 5, 7, 8, 1]
Increased muscle glycogen content	http://purl.obolibrary.org/obo/HP_0009051	[2, 5, 9, 3, 0]
Distal lower limb muscle weakness	http://purl.obolibrary.org/obo/HP_0009053	[0, 5, 7, 2, 3]
Scapuloperoneal myopathy	http://purl.obolibrary.org/obo/HP_0009054	[3, 3, 2, 1, 2]
Generalized limb muscle atrophy	http://purl.obolibrary.org/obo/HP_0009055	[7, 9, 8, 8, 1]
Loss of subcutaneous adipose tissue from upper limbs	http://purl.obolibrary.org/obo/HP_0009056	[7, 9, 9, 0]
Increased muscle lipid content	http://purl.obolibrary.org/obo/HP_0009058	[2, 1, 2, 7, 0]
Congenital generalized lipodystrophy	http://purl.obolibrary.org/obo/HP_0009059	[5, 4, 3, 8, 2, 0]
Scapular muscle atrophy	http://purl.obolibrary.org/obo/HP_0009060	[7, 0, 3, 6, 3]
Infantile axial hypotonia	http://purl.obolibrary.org/obo/HP_0009062	[0, 1, 6, 3]
Progressive distal muscle weakness	http://purl.obolibrary.org/obo/HP_0009063	[0, 5, 2, 0, 2]
Generalized lipodystrophy	http://purl.obolibrary.org/obo/HP_0009064	[5, 4, 3, 8, 2, 1]
Progressive spinal muscular atrophy	http://purl.obolibrary.org/obo/HP_0009067	[0, 5, 1, 9]
Lethal infantile mitochondrial myopathy	http://purl.obolibrary.org/obo/HP_0009069	[5, 4, 5, 2, 4, 4]
Inflammatory myopathy	http://purl.obolibrary.org/obo/HP_0009071	[5, 4, 2, 7, 2, 1]
Decreased Achilles reflex	http://purl.obolibrary.org/obo/HP_0009072	[0, 1, 8, 5, 2]
Progressive proximal muscle weakness	http://purl.obolibrary.org/obo/HP_0009073	[0, 5, 2, 0, 3]
Weakness of long finger extensor muscles	http://purl.obolibrary.org/obo/HP_0009077	[0, 5, 0, 5]
Midline notch of upper alveolar ridge	http://purl.obolibrary.org/obo/HP_0009084	[4, 2, 9, 5, 0]
Alveolar ridge overgrowth	http://purl.obolibrary.org/obo/HP_0009085	[3, 6, 1, 3, 0]
Posteriorly placed tongue	http://purl.obolibrary.org/obo/HP_0009087	[4, 2, 5, 9]
Speech articulation difficulties	http://purl.obolibrary.org/obo/HP_0009088	[7, 8, 1, 1, 3]
obsolete Facial diplegic appearance	http://purl.obolibrary.org/obo/HP_0009090	[0, 8, 8, 4, 1]
Progressive alveolar ridge hypertrophy	http://purl.obolibrary.org/obo/HP_0009092	[3, 6, 1, 3, 1]
Cleft lower alveolar ridge	http://purl.obolibrary.org/obo/HP_0009094	[4, 7, 4, 0]
Chronic oral candidiasis	http://purl.obolibrary.org/obo/HP_0009098	[5, 9, 7, 5, 3]
Median cleft palate	http://purl.obolibrary.org/obo/HP_0009099	[4, 7, 6, 3, 1]
Thick anterior alveolar ridges	http://purl.obolibrary.org/obo/HP_0009100	[4, 2, 2, 0, 2]
Submucous cleft lip	http://purl.obolibrary.org/obo/HP_0009101	[4, 7, 0, 1]
Anterior open-bite malocclusion	http://purl.obolibrary.org/obo/HP_0009102	[4, 2, 0, 2]
Aplasia/Hypoplasia involving the pelvis	http://purl.obolibrary.org/obo/HP_0009103	[7, 7, 2, 2, 4]
Aplasia/Hypoplasia of the pubic bone	http://purl.obolibrary.org/obo/HP_0009104	[7, 3, 4, 3, 2]
Abnormal ossification of the pubic bone	http://purl.obolibrary.org/obo/HP_0009105	[6, 2, 1, 3]
Abnormal pelvis bone ossification	http://purl.obolibrary.org/obo/HP_0009106	[6, 2, 1, 4]
Abnormal ossification involving the femoral head and neck	http://purl.obolibrary.org/obo/HP_0009107	[3, 7, 7, 0, 1]
Aplasia/Hypoplasia involving the femoral head and neck	http://purl.obolibrary.org/obo/HP_0009108	[7, 0, 7, 5, 1]
Denervation of the diaphragm	http://purl.obolibrary.org/obo/HP_0009109	[7, 9, 5, 4]
Diaphragmatic eventration	http://purl.obolibrary.org/obo/HP_0009110	[4, 3, 1, 6, 0]
Aplasia of the left hemidiaphragm	http://purl.obolibrary.org/obo/HP_0009112	[7, 7, 2, 8, 2]
Diaphragmatic weakness	http://purl.obolibrary.org/obo/HP_0009113	[0, 5, 2, 4]
Aplasia/hypoplasia involving the skeleton	http://purl.obolibrary.org/obo/HP_0009115	[7, 0, 5, 4, 0]
Aplasia/Hypoplasia involving bones of the skull	http://purl.obolibrary.org/obo/HP_0009116	[7, 0, 1, 2, 0]
Aplasia/Hypoplasia of the maxilla	http://purl.obolibrary.org/obo/HP_0009117	[7, 0, 4, 3, 2]
Aplasia/Hypoplasia of the mandible	http://purl.obolibrary.org/obo/HP_0009118	[7, 0, 4, 6, 0]
Aplasia/Hypoplasia of the frontal sinuses	http://purl.obolibrary.org/obo/HP_0009119	[4, 1, 5, 2, 1]
Aplasia/Hypoplasia involving the sinuses	http://purl.obolibrary.org/obo/HP_0009120	[7, 7, 9, 4, 0]
Abnormal axial skeleton morphology	http://purl.obolibrary.org/obo/HP_0009121	[6, 1, 3, 5]
Aplasia/hypoplasia affecting bones of the axial skeleton	http://purl.obolibrary.org/obo/HP_0009122	[7, 7, 1, 5, 3]
Mixed hypo- and hyperpigmentation of the skin	http://purl.obolibrary.org/obo/HP_0009123	[5, 6, 9, 2, 4, 1]
Abnormal adipose tissue morphology	http://purl.obolibrary.org/obo/HP_0009124	[6, 6, 0, 8, 1]
Lipodystrophy	http://purl.obolibrary.org/obo/HP_0009125	[5, 4, 3, 8, 2, 2]
Increased adipose tissue	http://purl.obolibrary.org/obo/HP_0009126	[5, 4, 3, 8, 6]
Abnormality of the musculature of the limbs	http://purl.obolibrary.org/obo/HP_0009127	[6, 6, 8, 8, 1]
Aplasia/Hypoplasia involving the musculature of the extremities	http://purl.obolibrary.org/obo/HP_0009128	[7, 0, 3, 4, 3]
Upper limb amyotrophy	http://purl.obolibrary.org/obo/HP_0009129	[0, 5, 6, 2, 4]
Hand muscle atrophy	http://purl.obolibrary.org/obo/HP_0009130	[7, 9, 8, 3, 1]
Abnormality of the musculature of the thorax	http://purl.obolibrary.org/obo/HP_0009131	[6, 4, 2, 0, 0]
Abnormal tarsal bone mineral density	http://purl.obolibrary.org/obo/HP_0009132	[6, 3, 7, 2, 3]
Osteolysis involving bones of the feet	http://purl.obolibrary.org/obo/HP_0009134	[9, 3, 7, 2]
Duplication involving bones of the feet	http://purl.obolibrary.org/obo/HP_0009136	[9, 2, 8, 2]
Synostosis involving bones of the lower limbs	http://purl.obolibrary.org/obo/HP_0009138	[3, 0, 8, 5]
Osteolysis involving bones of the lower limbs	http://purl.obolibrary.org/obo/HP_0009139	[7, 6, 8, 0, 1]
Synostosis involving bones of the feet	http://purl.obolibrary.org/obo/HP_0009140	[4, 3, 8, 4, 1]
Depletion of mitochondrial DNA in muscle tissue	http://purl.obolibrary.org/obo/HP_0009141	[7, 9, 8, 5, 0]
Duplication of bones involving the upper extremities	http://purl.obolibrary.org/obo/HP_0009142	[3, 2, 5, 5]
Supernumerary bones of the axial skeleton	http://purl.obolibrary.org/obo/HP_0009144	[3, 4, 2, 6, 1]
Abnormal cerebral artery morphology	http://purl.obolibrary.org/obo/HP_0009145	[6, 0, 4, 4, 0]
Enlarged epiphysis of the distal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009147	[8, 4, 7, 0]
Small epiphysis of the distal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009148	[8, 8, 0, 2]
Triangular epiphysis of the distal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009149	[8, 7, 8, 0]
Abnormality of the proximal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009150	[8, 6, 6, 4]
Abnormality of the epiphyses of the 5th finger	http://purl.obolibrary.org/obo/HP_0009152	[8, 6, 0, 2]
Abnormality of the epiphysis of the proximal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009153	[8, 6, 0, 3]
Triangular epiphysis of the proximal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009154	[8, 7, 8, 8]
Cone-shaped epiphysis of the proximal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009155	[8, 4, 3, 1, 1]
Ivory epiphysis of the proximal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009157	[8, 2, 7, 9, 0]
Enlarged epiphysis of the proximal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009158	[8, 2, 2, 2, 0]
Small epiphysis of the proximal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009159	[8, 8, 0, 3]
Absent epiphysis of the proximal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009160	[8, 1, 3, 0]
Aplasia/Hypoplasia of the middle phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009161	[8, 8, 2, 8]
Absent middle phalanx of 5th finger	http://purl.obolibrary.org/obo/HP_0009162	[8, 1, 3, 4, 0]
obsolete Abnormal form of the 5th finger	http://purl.obolibrary.org/obo/HP_0009163	[8, 6, 6, 5]
Abnormal calcification of the carpal bones	http://purl.obolibrary.org/obo/HP_0009164	[3, 4, 0, 8]
Stippling of the epiphysis of the distal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009165	[8, 4, 6, 0]
Fragmentation of the epiphysis of the distal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009166	[8, 8, 7, 2]
Irregular epiphysis of the distal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009167	[8, 4, 4, 0, 0]
Bullet-shaped middle phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009168	[8, 7, 1, 4]
Broad middle phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009169	[8, 8, 9, 0]
Osteolytic defects of the middle phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009170	[8, 8, 3, 1]
Triangular epiphyses of the metacarpals	http://purl.obolibrary.org/obo/HP_0009171	[8, 7, 6, 2]
Abnormal 4th finger phalanx morphology	http://purl.obolibrary.org/obo/HP_0009172	[8, 6, 2, 1]
Curved middle phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009173	[8, 7, 9, 2]
Abnormality of the epiphyses of the 4th finger	http://purl.obolibrary.org/obo/HP_0009174	[8, 6, 2, 2]
Patchy sclerosis of the middle phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009175	[8, 2, 0, 0]
Proximal/middle symphalangism of 5th finger	http://purl.obolibrary.org/obo/HP_0009177	[8, 5, 7, 0, 1]
Symphalangism of middle phalanx of 5th finger	http://purl.obolibrary.org/obo/HP_0009178	[8, 5, 7, 5]
Deviation of the 5th finger	http://purl.obolibrary.org/obo/HP_0009179	[8, 0, 7, 2, 0]
Ulnar deviation of the 5th finger	http://purl.obolibrary.org/obo/HP_0009180	[8, 0, 7, 6, 0]
Triangular shaped middle phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009182	[8, 7, 7, 3]
Joint contracture of the 5th finger	http://purl.obolibrary.org/obo/HP_0009183	[8, 0, 5, 4, 0]
Contracture of the distal interphalangeal joint of the 5th finger	http://purl.obolibrary.org/obo/HP_0009184	[8, 0, 5, 8]
Contracture of the proximal interphalangeal joint of the 5th finger	http://purl.obolibrary.org/obo/HP_0009185	[8, 0, 5, 2]
Contracture of the metacarpophalangeal joint of the 5th finger	http://purl.obolibrary.org/obo/HP_0009186	[8, 0, 5, 4, 1]
Bracket epiphysis of the distal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009187	[8, 4, 2, 0, 0]
Pseudoepiphysis of the distal phalanx of the 5th finger	http://purl.obolibrary.org/obo/HP_0009188	[8, 4, 8, 5, 0]
Fragmentation of the metacarpal epiphyses	http://purl.obolibrary.org/obo/HP_0009189	[8, 2, 4, 1, 0]
Irregular epiphyses of the metacarpals	http://purl.obolibrary.org/obo/HP_0009190	[8, 6, 4, 1]
Ivory epiphyses of the metacarpals	http://purl.obolibrary.org/obo/HP_0009191	[8, 2, 7, 7]
